id,startup_id,document_type,document_name,file_path,file_size_kb,uploaded_by,status,verified_at,created_at,updated_at
60,20,Financial Statement,learnsphere-india-financial-statement.pdf,documents/startups/20/financial-statement-9386.pdf,3283,1,Pending,2024-12-06 09:05:35,2024-03-05 23:27:46,2023-01-29 10:12:39
61,20,DPIIT Certificate,learnsphere-india-dpiit-certificate.pdf,documents/startups/20/dpiit-certificate-1742.pdf,64,1,Rejected,2024-12-09 02:15:26,2023-10-27 20:37:54,2023-12-20 13:49:20
62,20,Business Plan,learnsphere-india-business-plan.pdf,documents/startups/20/business-plan-6627.pdf,3405,1,Approved,,2020-04-02 22:35:00,2023-06-17 10:16:13
63,21,Financial Statement,quantumtech-labs-financial-statement.pdf,documents/startups/21/financial-statement-2670.pdf,3256,1,Approved,2024-08-03 10:07:47,2023-10-19 22:49:48,2023-11-14 23:25:16
64,21,Business Plan,quantumtech-labs-business-plan.pdf,documents/startups/21/business-plan-1376.pdf,3284,1,Approved,2022-05-26 01:17:34,2020-12-24 16:03:04,2024-11-16 14:47:18
65,21,GST Certificate,quantumtech-labs-gst-certificate.pdf,documents/startups/21/gst-certificate-5987.pdf,3594,1,Approved,2024-05-19 09:58:34,2023-03-16 20:30:12,2024-10-22 00:06:11
66,21,Financial Statement,quantumtech-labs-financial-statement.pdf,documents/startups/21/financial-statement-2042.pdf,4696,1,Approved,2024-03-25 18:30:38,2021-12-02 11:13:44,2024-02-04 00:26:17
67,22,Business Plan,buildbot-ventures-business-plan.pdf,documents/startups/22/business-plan-3265.pdf,1030,1,Approved,2024-10-29 16:25:42,2020-02-24 22:35:07,2023-06-22 11:56:07
68,22,Incorporation Certificate,buildbot-ventures-incorporation-certificate.pdf,documents/startups/22/incorporation-certificate-4578.pdf,1917,1,Rejected,2024-09-02 05:48:31,2020-04-13 18:56:57,2023-09-29 02:24:35
69,22,IP Filing,buildbot-ventures-ip-filing.pdf,documents/startups/22/ip-filing-2015.pdf,3310,1,Approved,2023-01-27 13:15:22,2022-04-25 02:52:55,2024-09-09 21:02:27
70,22,Pitch Deck,buildbot-ventures-pitch-deck.pdf,documents/startups/22/pitch-deck-9859.pdf,1601,1,Approved,,2024-07-14 10:07:06,2024-03-14 16:49:00
71,22,Financial Statement,buildbot-ventures-financial-statement.pdf,documents/startups/22/financial-statement-2548.pdf,2175,1,Pending,2024-08-13 11:48:41,2023-04-15 04:27:07,2024-10-21 23:09:27
72,23,DPIIT Certificate,labgen-ai-dpiit-certificate.pdf,documents/startups/23/dpiit-certificate-5324.pdf,388,1,Rejected,2022-02-21 20:27:12,2021-05-19 03:21:42,2023-03-02 13:40:54
73,23,Audited Report,labgen-ai-audited-report.pdf,documents/startups/23/audited-report-3790.pdf,3473,1,Pending,,2022-07-06 02:11:04,2023-04-12 06:52:40
74,23,Term Sheet,labgen-ai-term-sheet.pdf,documents/startups/23/term-sheet-8559.pdf,1021,1,Approved,,2021-04-23 18:29:46,2023-04-24 22:40:21
75,24,IP Filing,agrivision-tech-ip-filing.pdf,documents/startups/24/ip-filing-9221.pdf,3749,1,Pending,2022-03-15 22:34:49,2021-02-02 18:29:58,2023-12-30 20:29:40
76,24,Incorporation Certificate,agrivision-tech-incorporation-certificate.pdf,documents/startups/24/incorporation-certificate-4451.pdf,2406,1,Approved,2022-11-09 11:51:31,2022-06-08 22:53:46,2023-12-01 00:56:48
77,25,Audited Report,retailx-now-audited-report.pdf,documents/startups/25/audited-report-5552.pdf,2326,1,Approved,,2024-11-21 05:14:40,2023-10-14 14:05:56
78,26,DPIIT Certificate,skillup-india-dpiit-certificate.pdf,documents/startups/26/dpiit-certificate-6595.pdf,3837,1,Approved,2023-03-02 21:11:58,2020-06-23 20:22:18,2023-11-05 01:37:35
79,26,Audited Report,skillup-india-audited-report.pdf,documents/startups/26/audited-report-5234.pdf,972,1,Pending,2024-11-08 19:00:58,2021-11-20 04:26:36,2024-07-29 23:06:18
80,26,Term Sheet,skillup-india-term-sheet.pdf,documents/startups/26/term-sheet-9450.pdf,3822,1,Approved,2023-11-28 22:53:24,2021-01-16 10:53:57,2023-03-20 09:25:22
81,26,Term Sheet,skillup-india-term-sheet.pdf,documents/startups/26/term-sheet-4036.pdf,3273,1,Approved,,2022-06-15 15:29:44,2023-05-06 16:05:14
82,26,DPIIT Certificate,skillup-india-dpiit-certificate.pdf,documents/startups/26/dpiit-certificate-7160.pdf,1058,1,Approved,,2022-11-01 07:56:16,2023-06-14 06:44:49
83,27,MOU,roboarm-tech-mou.pdf,documents/startups/27/mou-8142.pdf,3536,1,Approved,2024-11-09 15:48:42,2021-09-08 23:37:40,2024-09-09 20:19:55
84,28,Financial Statement,neuralhub-hub-financial-statement.pdf,documents/startups/28/financial-statement-2608.pdf,924,1,Pending,2022-01-11 06:25:25,2022-10-25 08:00:51,2024-05-07 09:07:39
85,28,Term Sheet,neuralhub-hub-term-sheet.pdf,documents/startups/28/term-sheet-4917.pdf,4231,1,Approved,2023-05-17 03:56:33,2022-09-14 18:34:28,2024-07-04 02:04:06
86,28,Financial Statement,neuralhub-hub-financial-statement.pdf,documents/startups/28/financial-statement-4034.pdf,3643,1,Approved,2023-01-16 02:02:59,2022-05-18 05:26:05,2023-05-12 12:09:18
87,29,Term Sheet,taxiapp-term-sheet.pdf,documents/startups/29/term-sheet-3771.pdf,3157,1,Pending,2024-04-03 21:47:10,2021-08-25 19:55:57,2024-10-20 17:50:50
88,30,Pitch Deck,robosys-now-pitch-deck.pdf,documents/startups/30/pitch-deck-6009.pdf,4875,1,Rejected,,2023-05-30 11:13:00,2023-05-25 01:40:13
89,30,Financial Statement,robosys-now-financial-statement.pdf,documents/startups/30/financial-statement-2062.pdf,2821,1,Approved,,2024-07-10 06:32:22,2023-02-01 06:29:36
90,30,Audited Report,robosys-now-audited-report.pdf,documents/startups/30/audited-report-1172.pdf,1611,1,Approved,2022-08-06 11:56:45,2022-10-13 10:07:16,2024-12-31 00:54:17
91,30,IP Filing,robosys-now-ip-filing.pdf,documents/startups/30/ip-filing-5975.pdf,2784,1,Approved,2022-05-05 13:30:29,2024-08-27 07:13:00,2024-02-02 12:23:22
92,31,Pitch Deck,tastebox-now-pitch-deck.pdf,documents/startups/31/pitch-deck-2518.pdf,1204,1,Approved,,2020-06-20 12:19:01,2023-09-11 04:56:51
93,31,IP Filing,tastebox-now-ip-filing.pdf,documents/startups/31/ip-filing-8440.pdf,1671,1,Approved,,2024-07-11 01:50:29,2023-03-13 03:56:55
94,31,Business Plan,tastebox-now-business-plan.pdf,documents/startups/31/business-plan-2374.pdf,3747,1,Approved,2024-11-09 13:49:05,2023-08-08 22:50:17,2024-07-19 14:46:13
95,31,Incorporation Certificate,tastebox-now-incorporation-certificate.pdf,documents/startups/31/incorporation-certificate-5646.pdf,3544,1,Approved,,2022-06-28 11:31:52,2024-01-09 06:04:51
96,32,Financial Statement,saasify-india-financial-statement.pdf,documents/startups/32/financial-statement-1177.pdf,697,1,Approved,,2022-03-14 10:32:12,2024-06-25 11:56:08
97,32,Audited Report,saasify-india-audited-report.pdf,documents/startups/32/audited-report-8499.pdf,1221,1,Pending,2024-09-27 10:32:40,2024-12-19 11:51:21,2023-04-08 23:08:46
98,32,Pitch Deck,saasify-india-pitch-deck.pdf,documents/startups/32/pitch-deck-5366.pdf,2365,1,Approved,2024-11-01 15:03:46,2023-12-05 18:13:17,2024-02-18 14:18:40
99,33,Term Sheet,cityride-solutions-term-sheet.pdf,documents/startups/33/term-sheet-5634.pdf,3620,1,Approved,2024-02-14 21:15:24,2022-04-03 05:03:23,2024-04-06 23:44:01
100,33,IP Filing,cityride-solutions-ip-filing.pdf,documents/startups/33/ip-filing-3734.pdf,3750,1,Approved,2022-08-29 23:04:11,2022-08-04 16:04:24,2023-04-30 06:59:06
101,33,Business Plan,cityride-solutions-business-plan.pdf,documents/startups/33/business-plan-9229.pdf,4457,1,Approved,2023-03-16 19:56:36,2020-04-05 03:43:28,2024-06-07 11:20:27
102,34,GST Certificate,urbanride-ventures-gst-certificate.pdf,documents/startups/34/gst-certificate-8464.pdf,1330,1,Approved,2022-06-28 20:52:50,2024-05-27 05:48:02,2024-05-30 02:14:15
103,34,Pitch Deck,urbanride-ventures-pitch-deck.pdf,documents/startups/34/pitch-deck-5642.pdf,983,1,Approved,,2022-05-20 00:06:46,2023-07-31 07:19:34
104,34,GST Certificate,urbanride-ventures-gst-certificate.pdf,documents/startups/34/gst-certificate-4109.pdf,3250,1,Approved,2022-04-28 18:34:31,2024-07-19 14:52:27,2024-04-29 09:36:26
105,34,Audited Report,urbanride-ventures-audited-report.pdf,documents/startups/34/audited-report-2359.pdf,4695,1,Approved,2022-10-24 11:54:51,2020-03-26 22:36:15,2024-04-28 01:51:02
106,35,Incorporation Certificate,servecloud-now-incorporation-certificate.pdf,documents/startups/35/incorporation-certificate-2343.pdf,993,1,Approved,,2024-12-10 15:30:57,2023-12-03 09:26:56
107,35,Pitch Deck,servecloud-now-pitch-deck.pdf,documents/startups/35/pitch-deck-5931.pdf,373,1,Approved,2023-02-25 23:11:45,2024-05-24 23:32:56,2023-07-31 18:55:26
108,35,Audited Report,servecloud-now-audited-report.pdf,documents/startups/35/audited-report-8288.pdf,3062,1,Pending,2024-01-05 08:01:29,2023-09-14 03:19:36,2024-12-22 18:47:05
109,35,Term Sheet,servecloud-now-term-sheet.pdf,documents/startups/35/term-sheet-2644.pdf,3607,1,Approved,2022-11-11 19:50:15,2022-12-10 21:09:14,2024-11-15 03:19:59
110,35,Incorporation Certificate,servecloud-now-incorporation-certificate.pdf,documents/startups/35/incorporation-certificate-1067.pdf,2410,1,Rejected,2023-12-19 13:05:09,2021-01-16 00:55:56,2024-03-11 13:45:28
111,36,GST Certificate,urbanride-box-gst-certificate.pdf,documents/startups/36/gst-certificate-7020.pdf,3094,1,Approved,,2023-09-23 12:28:24,2024-01-09 10:02:22
112,37,DPIIT Certificate,biocore-tech-dpiit-certificate.pdf,documents/startups/37/dpiit-certificate-6626.pdf,3839,1,Pending,2023-08-04 15:19:35,2021-05-11 00:39:08,2024-07-31 00:30:52
113,37,Business Plan,biocore-tech-business-plan.pdf,documents/startups/37/business-plan-8880.pdf,710,1,Approved,,2021-10-25 03:07:41,2024-12-24 16:10:41
114,37,Pitch Deck,biocore-tech-pitch-deck.pdf,documents/startups/37/pitch-deck-3797.pdf,2262,1,Rejected,2023-12-02 17:07:38,2024-04-21 10:43:55,2023-07-04 14:29:07
115,37,Incorporation Certificate,biocore-tech-incorporation-certificate.pdf,documents/startups/37/incorporation-certificate-4849.pdf,666,1,Approved,2024-06-07 15:32:35,2020-10-31 07:49:22,2024-01-04 02:14:22
116,38,Pitch Deck,moveit-solutions-pitch-deck.pdf,documents/startups/38/pitch-deck-8517.pdf,2933,1,Pending,,2020-06-11 21:39:37,2023-10-19 01:14:32
117,38,DPIIT Certificate,moveit-solutions-dpiit-certificate.pdf,documents/startups/38/dpiit-certificate-8772.pdf,4617,1,Rejected,2023-09-06 21:23:15,2023-10-06 16:51:35,2023-11-17 05:32:13
118,39,Business Plan,fieldsense-solutions-business-plan.pdf,documents/startups/39/business-plan-7210.pdf,2105,1,Approved,2024-11-07 13:15:26,2024-10-22 14:36:16,2023-08-12 06:36:20
119,39,MOU,fieldsense-solutions-mou.pdf,documents/startups/39/mou-6608.pdf,3170,1,Pending,,2020-06-01 09:18:37,2023-02-12 17:59:04
120,39,Audited Report,fieldsense-solutions-audited-report.pdf,documents/startups/39/audited-report-3934.pdf,1174,1,Rejected,,2021-01-23 23:37:45,2024-05-17 04:30:32
121,39,Incorporation Certificate,fieldsense-solutions-incorporation-certificate.pdf,documents/startups/39/incorporation-certificate-7661.pdf,1541,1,Approved,2023-11-22 12:38:55,2024-01-26 02:29:20,2024-05-10 16:16:44
122,39,DPIIT Certificate,fieldsense-solutions-dpiit-certificate.pdf,documents/startups/39/dpiit-certificate-2353.pdf,1726,1,Approved,,2020-04-24 13:52:45,2023-08-05 06:25:51
123,40,Business Plan,shopzone-business-plan.pdf,documents/startups/40/business-plan-7640.pdf,352,1,Approved,2023-07-30 23:59:22,2021-06-26 04:22:14,2023-09-10 20:52:46
124,41,MOU,dronebot-labs-mou.pdf,documents/startups/41/mou-1419.pdf,2667,1,Approved,2022-06-26 13:38:20,2022-09-03 20:35:28,2023-06-03 06:01:29
125,41,IP Filing,dronebot-labs-ip-filing.pdf,documents/startups/41/ip-filing-6099.pdf,2854,1,Rejected,,2023-11-09 11:06:56,2024-11-27 04:11:01
126,41,Business Plan,dronebot-labs-business-plan.pdf,documents/startups/41/business-plan-4103.pdf,4422,1,Approved,2022-06-29 11:55:38,2021-01-17 02:33:07,2024-01-21 19:54:53
127,41,Audited Report,dronebot-labs-audited-report.pdf,documents/startups/41/audited-report-8901.pdf,2784,1,Approved,2023-07-31 12:54:58,2024-09-16 08:05:58,2024-01-03 14:16:56
128,42,DPIIT Certificate,foodhub-labs-dpiit-certificate.pdf,documents/startups/42/dpiit-certificate-9205.pdf,3191,1,Pending,,2024-01-09 09:33:57,2024-10-02 19:42:23
129,42,MOU,foodhub-labs-mou.pdf,documents/startups/42/mou-4727.pdf,2839,1,Approved,,2024-07-07 01:15:34,2024-03-28 09:35:28
130,42,Incorporation Certificate,foodhub-labs-incorporation-certificate.pdf,documents/startups/42/incorporation-certificate-7396.pdf,2160,1,Approved,2022-03-01 04:55:57,2020-04-25 01:50:21,2023-08-01 07:07:27
131,42,IP Filing,foodhub-labs-ip-filing.pdf,documents/startups/42/ip-filing-1185.pdf,473,1,Rejected,2024-03-01 11:32:36,2020-05-14 09:36:28,2024-02-06 11:43:05
132,42,MOU,foodhub-labs-mou.pdf,documents/startups/42/mou-1008.pdf,868,1,Approved,2023-03-26 16:12:29,2023-04-07 14:32:22,2024-04-29 21:01:53
133,43,IP Filing,learnsphere-now-ip-filing.pdf,documents/startups/43/ip-filing-8876.pdf,504,1,Rejected,2022-04-28 00:18:55,2020-10-23 11:42:09,2024-04-20 23:24:39
134,43,GST Certificate,learnsphere-now-gst-certificate.pdf,documents/startups/43/gst-certificate-6296.pdf,1949,1,Approved,,2024-05-02 09:19:14,2023-02-25 06:52:40
135,43,Pitch Deck,learnsphere-now-pitch-deck.pdf,documents/startups/43/pitch-deck-1341.pdf,4562,1,Approved,,2020-06-22 16:17:07,2024-07-22 12:45:57
136,43,IP Filing,learnsphere-now-ip-filing.pdf,documents/startups/43/ip-filing-4061.pdf,1223,1,Approved,2024-05-24 00:22:13,2023-11-22 21:55:44,2024-07-30 13:49:44
137,43,Pitch Deck,learnsphere-now-pitch-deck.pdf,documents/startups/43/pitch-deck-5921.pdf,4245,1,Approved,2023-08-10 16:10:59,2023-06-17 09:33:52,2024-03-26 03:09:26
138,44,IP Filing,fleetedge-labs-ip-filing.pdf,documents/startups/44/ip-filing-3585.pdf,3475,1,Pending,,2022-09-04 02:42:18,2023-02-01 16:11:54
139,44,Term Sheet,fleetedge-labs-term-sheet.pdf,documents/startups/44/term-sheet-7668.pdf,3326,1,Approved,2022-11-27 18:00:06,2021-10-24 08:18:52,2023-01-31 02:47:19
140,45,Incorporation Certificate,foodroot-pro-incorporation-certificate.pdf,documents/startups/45/incorporation-certificate-6425.pdf,1198,1,Approved,,2024-09-11 21:03:46,2024-02-12 20:16:55
141,46,IP Filing,swiftlogix-plus-ip-filing.pdf,documents/startups/46/ip-filing-2632.pdf,4127,1,Approved,2023-12-03 17:02:38,2023-06-05 09:45:44,2023-12-18 22:56:24
142,46,Audited Report,swiftlogix-plus-audited-report.pdf,documents/startups/46/audited-report-3687.pdf,3165,1,Approved,,2020-07-21 00:18:04,2023-09-17 10:44:04
143,46,Audited Report,swiftlogix-plus-audited-report.pdf,documents/startups/46/audited-report-5999.pdf,4851,1,Approved,,2023-09-14 13:12:22,2023-03-28 02:18:46
144,46,DPIIT Certificate,swiftlogix-plus-dpiit-certificate.pdf,documents/startups/46/dpiit-certificate-2566.pdf,4962,1,Rejected,2023-12-27 06:39:57,2021-05-13 02:13:41,2024-07-27 18:20:23
145,47,Incorporation Certificate,snackbox-india-incorporation-certificate.pdf,documents/startups/47/incorporation-certificate-8648.pdf,4945,1,Pending,2023-11-01 07:08:15,2020-11-01 14:14:12,2024-04-13 19:07:33
146,47,DPIIT Certificate,snackbox-india-dpiit-certificate.pdf,documents/startups/47/dpiit-certificate-3981.pdf,2857,1,Pending,2022-11-11 13:25:23,2020-10-16 17:41:54,2023-06-24 12:18:55
